ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS
194	ProtoPurus	woman	*sɨtiO	sɨtiO	s ɨ t i O/o	1266
195	Apurina	woman	sɨto 	sɨto	s ɨ t o	1266
196	Yine	woman	sɨco 	sɨco	s ɨ c/tʃ o	1266
425	ProtoPurus	wood, stick	*-ke	ke	k e	1270
426	Inapari	wood, stick	ano-he-tí	ano-he-tí	a n o + h e + t í/i	1271 1272 1273
427	Apurina	wood, stick	-ke 	-ke	k e	1270
428	Yine	wood, stick	hi-çe 	hi-çe	h i + ç e	1272 1274
361	ProtoPurus	worm1	*tsomi	tsomi	ts o m i	1278
362	Inapari	worm1	tomí 	tomí	t o m í/i	1278
363	Apurina	worm1	tsomi 	tsomi	ts o m i	1278
364	Yine	worm1	tsomi 	tsomi	ts o m i	1278
365	ProtoPurus	worm2	*kenɨ	kenɨ	k e n ɨ	1285
366	Inapari	worm2	uri-héni 	uri-héni	u r i + h é/e n i	1284 1285
367	Apurina	worm2	kẽʧi 	kẽʧi	k ẽ tʃ i	1283
368	Yine	worm2	çnɨ-ʧi 	çnɨ-ʧi	ç n ɨ + tʃ i	1285 1283
369	Inapari	worm2	ti-héni 	ti-héni	t i + h é/e n i	1283 1285
486	ProtoPurus	yesterday	*kapeta	kapeta	k a p e t a	1292
487	Inapari	yesterday	apeʧá 	apeʧá	a p e tʃ á/a	1292
488	Yine	yesterday	kapet-hohne 	kapet-hohne	k a p e t + h o h n e	1292 1293
238	ProtoPurus	younger brother	*-epɨ-rɨ	epɨ-rɨ	e p ɨ + r ɨ	1297 1300
239	Inapari	younger brother	epɨrɨ́-hɨ-ti 	epɨrɨ́-hɨ-ti	e p ɨ r ɨ́/ɨ + h ɨ + t i	1297 1298 1299
240	Apurina	younger brother	-epɨrɨ 	-epɨrɨ	e p ɨ r ɨ	1297
241	Yine	younger brother	r-epɨrɨ 	r-epɨrɨ	r + e p ɨ r ɨ	1300 1297
242	ProtoPurus	younger sister	*-epɨ-ro	epɨ-ro	e p ɨ + r o	1306 1309
243	Inapari	younger sister	epɨro-hɨ-ti 	epɨro-hɨ-ti	e p ɨ r o + h ɨ + t i	1306 1307 1308
244	Yine	younger sister	r-epɨro 	r-epɨro	r + e p ɨ r o	1309 1306
